Dataset	Random-mean	P-value
335	0.10156978	1.184238072050233e-08
336	0.10361627	1.132906190520111e-07
337	0.10225342999999999	2.5583996706268007e-08
338	0.10482802	4.0315872349608104e-07
339	0.10245595	3.204369633073021e-08
340	0.10197062999999999	1.863896680318092e-08
341	0.10098201	6.030233823663644e-09
342	0.10523051	6.077137722547513e-07
343	0.10196527	1.8526930554439308e-08
344	0.10015787	2.2954026178966685e-09
345	0.10105541	6.564675134460599e-09
346	0.10233791	2.810787900177926e-08
347	0.10357046	1.0787507521353596e-07
348	0.10365325	1.178537799533575e-07
349	0.10366072	1.187969431814121e-07
350	0.10487432	4.2276810108228545e-07
351	0.0998629	1.6155665342767708e-09
352	0.10180917	1.5536845554405857e-08
353	0.10234396	2.8297637233171713e-08
354	0.10339748	8.960074294222968e-08
355	0.10346024	9.585388049396064e-08
356	0.10400837	1.7178678049044012e-07
357	0.10369124	1.227270190396161e-07
358	0.10476087	3.762738455543983e-07
359	0.10371342	1.2566195441831534e-07
360	0.1038227	1.4114478735141463e-07
361	0.10275352	4.4494247461324614e-08
362	0.10316015	6.934073578030733e-08
363	0.10200551	1.938431119513418e-08
364	0.10091777	5.5974830000180504e-09
365	0.10168629	1.351877376524755e-08
366	0.10384351	1.4429583485044029e-07
367	0.10268392	4.121707772755659e-08
368	0.10151094	1.1074531332143396e-08
369	0.10241731	3.069972804455914e-08
370	0.10275373	4.450450858720832e-08
371	0.10293727	5.441010325219385e-08
372	0.10533402	6.747419809994248e-07
373	0.10364308	1.1658137985212307e-07
374	0.10282368	4.805350899860538e-08
375	0.10421605	2.1370619902886246e-07
376	0.10210782	2.1741772028077187e-08
377	0.10378292	1.3530590474865947e-07
378	0.10399952999999999	1.70191950580237e-07
379	0.10234646	2.837641296091098e-08
380	0.10283812	4.8819647447740994e-08
381	0.10304074	6.090600986736952e-08
382	0.10183389	1.5976877767146486e-08
383	0.09998355	1.8658097934895783e-09
384	0.1025032	3.376501968680571e-08
385	0.10280781	4.722497204048187e-08
386	0.10169416	1.363998799813104e-08
